B,S,981
B,S,135
B,S,577
B,S,113
B,S,21
B,S,889
B,S,209
B,S,92
B,S,290
B,S,807
B,T,288
B,T,93
B,T,984
B,T,374
B,T,803
B,T,835
B,T,886
B,T,547
B,T,792
B,T,289
C,K,375
C,K,931
C,K,908
C,K,540
C,K,842
C,K,332
C,K,434
C,K,659
C,K,162
C,K,625
C,L,537
C,L,641
C,L,485
C,L,313
C,L,742
C,L,267
C,L,336
C,L,695
C,L,573
C,L,904
C,M,936
C,M,818
C,M,339
C,M,122
C,M,146
C,M,254
C,M,846
C,M,41
C,M,107
C,M,281
C,N,106
C,N,872
C,N,863
C,N,358
C,N,516
C,N,637
C,N,165
C,N,75
C,N,642
C,N,572
C,O,320
C,O,398
C,O,696
C,O,683
C,O,302
C,O,915
C,O,644
C,O,919
C,O,68
C,O,479
C,P,826
C,P,349
C,P,968
C,P,223
C,P,63
C,P,713
C,P,220
C,P,40
C,P,137
C,P,136
C,Q,400
C,Q,295
C,Q,572
C,Q,0
C,Q,144
C,Q,234
C,Q,813
C,Q,494
C,Q,633
C,Q,300
C,R,938
C,R,863
C,R,767
C,R,548
C,R,136
C,R,279
C,R,185
C,R,118
C,R,418
C,R,628
C,S,970
C,S,183
C,S,103
C,S,450
C,S,368
C,S,964
C,S,524
C,S,960
C,S,728
C,S,675
C,T,509
C,T,912
C,T,751
C,T,231
C,T,95
C,T,698
C,T,738
C,T,503
C,T,704
C,T,441
D,K,462
D,K,718
D,K,924
D,K,322
D,K,255
D,K,19
D,K,992
D,K,452
D,K,884
D,K,98
D,L,898
D,L,954
D,L,792
D,L,985
D,L,238
D,L,305
D,L,889
D,L,219
D,L,626
D,L,888
D,M,885
D,M,566
D,M,866
D,M,698
D,M,911
D,M,800
D,M,507
D,M,292
D,M,861
D,M,573
D,N,19
D,N,268
D,N,172
D,N,737
D,N,734
D,N,743
D,N,536
D,N,451
D,N,634
D,N,529
D,O,616
D,O,32
D,O,987
D,O,457
D,O,288
D,O,827
D,O,902
D,O,937
D,O,516
D,O,162
D,P,737
D,P,57
D,P,978
D,P,427
D,P,576
D,P,284
D,P,631
D,P,410
D,P,481
D,P,343
D,Q,33
D,Q,155
D,Q,664
D,Q,537
D,Q,747
D,Q,533
D,Q,738
D,Q,685
D,Q,362
D,Q,325
D,R,429
D,R,72
D,R,669
D,R,630
D,R,285
D,R,696
D,R,672
D,R,118
D,R,927
D,R,674
D,S,767
D,S,739
D,S,457
D,S,563
D,S,225
D,S,665
D,S,239
D,S,231
D,S,897
D,S,772
D,T,847
D,T,644
D,T,469
D,T,659
D,T,237
D,T,574
D,T,170
D,T,50
D,T,534
D,T,243
E,K,718
E,K,47
E,K,744
E,K,640
E,K,27
E,K,301
E,K,927
E,K,465
E,K,233
E,K,339
E,L,449
E,L,76
E,L,628
E,L,892
E,L,690
E,L,662
E,L,608
E,L,223
E,L,759
E,L,99
E,M,692
E,M,64
E,M,742
E,M,289
E,M,691
E,M,796
E,M,107
E,M,405
E,M,963
E,M,0
E,N,28
E,N,675
E,N,586
E,N,562
E,N,717
E,N,25
E,N,907
E,N,989
E,N,283
E,N,859
E,O,188
E,O,128
E,O,836
E,O,935
E,O,849
E,O,31
E,O,36
E,O,450
E,O,417
E,O,47
E,P,737
E,P,216
E,P,304
E,P,693
E,P,767
E,P,303
E,P,450
E,P,742
E,P,411
E,P,124
E,Q,341
E,Q,23
E,Q,819
E,Q,75
E,Q,255
E,Q,46
E,Q,715
E,Q,554
E,Q,595
E,Q,639
E,R,488
E,R,134
E,R,55
E,R,430
E,R,224
E,R,579
E,R,416
E,R,98
E,R,863
E,R,487
E,S,867
E,S,543
E,S,539
E,S,606
E,S,180
E,S,139
E,S,824
E,S,247
E,S,962
E,S,905
E,T,283
E,T,524
E,T,592
E,T,63
E,T,274
E,T,5
E,T,173
E,T,675
E,T,105
E,T,789
F,K,308
F,K,657
F,K,374
F,K,154
F,K,51
F,K,958
F,K,213
F,K,800
F,K,79
F,K,807
F,L,307
F,L,565
F,L,709
F,L,425
F,L,534
F,L,366
F,L,610
F,L,41
F,L,282
F,L,215
F,M,515
F,M,997
F,M,557
F,M,398
F,M,932
F,M,64
F,M,531
F,M,487
F,M,860
F,M,161
F,N,257
F,N,753
F,N,566
F,N,988
F,N,845
F,N,942
F,N,697
F,N,350
F,N,939
F,N,926
F,O,824
F,O,796
F,O,968
F,O,476
F,O,929
F,O,868
F,O,858
F,O,518
F,O,809
F,O,345
F,P,741
F,P,464
F,P,325
F,P,194
F,P,367
F,P,72
F,P,345
F,P,970
F,P,956
F,P,619
F,Q,68
F,Q,912
F,Q,538
F,Q,541
F,Q,585
F,Q,576
F,Q,500
F,Q,60
F,Q,975
F,Q,320
F,R,2
F,R,981
F,R,937
F,R,11
F,R,982
F,R,316
F,R,45
F,R,47
F,R,879
F,R,391
F,S,296
F,S,762
F,S,570
F,S,90
F,S,375
F,S,672
F,S,850
F,S,876
F,S,119
F,S,189
F,T,919
F,T,423
F,T,781
F,T,872
F,T,83
F,T,947
F,T,654
F,T,598
F,T,477
F,T,67
G,K,638
G,K,42
G,K,305
G,K,61
G,K,868
G,K,162
G,K,485
G,K,877
G,K,811
G,K,908
G,L,965
G,L,777
G,L,289
G,L,932
G,L,671
G,L,886
G,L,955
G,L,374
G,L,607
G,L,64
G,M,470
G,M,433
G,M,786
G,M,997
G,M,751
G,M,986
G,M,494
G,M,298
G,M,219
G,M,996
G,N,911
G,N,291
G,N,671
G,N,693
G,N,682
G,N,726
G,N,367
G,N,891
G,N,77
G,N,719
G,O,674
G,O,857
G,O,253
G,O,772
G,O,307
G,O,334
G,O,877
G,O,410
G,O,280
G,O,710
G,P,540
G,P,502
G,P,150
G,P,342
G,P,695
G,P,132
G,P,730
G,P,660
G,P,673
G,P,617
G,Q,801
G,Q,179
G,Q,634
G,Q,524
G,Q,592
G,Q,986
G,Q,36
G,Q,0
G,Q,724
G,Q,676
G,R,126
G,R,402
G,R,689
G,R,608
G,R,573
G,R,401
G,R,334
G,R,610
G,R,92
G,R,223
G,S,102
G,S,159
G,S,483
G,S,212
G,S,143
G,S,396
G,S,476
G,S,619
G,S,702
G,S,839
G,T,454
G,T,2
G,T,152
G,T,91
G,T,781
G,T,557
G,T,386
G,T,559
G,T,735
G,T,211
H,K,385
H,K,159
H,K,0
H,K,718
H,K,306
H,K,336
H,K,598
H,K,222
H,K,889
H,K,471
H,L,917
H,L,654
H,L,173
H,L,361
H,L,570
H,L,755
H,L,737
H,L,3
H,L,803
H,L,788
H,M,419
H,M,467
H,M,972
H,M,476
H,M,25
H,M,445
H,M,490
H,M,488
H,M,38
H,M,125
H,N,379
H,N,918
H,N,871
H,N,818
H,N,603
H,N,995
H,N,43
H,N,984
H,N,160
H,N,796
H,O,190
H,O,93
H,O,718
H,O,725
H,O,477
H,O,28
H,O,170
H,O,460
H,O,380
H,O,107
H,P,506
H,P,197
H,P,865
H,P,720
H,P,594
H,P,366
H,P,634
H,P,879
H,P,128
H,P,108
H,Q,66
H,Q,629
H,Q,104
H,Q,683
H,Q,167
H,Q,295
H,Q,767
H,Q,793
H,Q,654
H,Q,194
H,R,627
H,R,451
H,R,988
H,R,651
H,R,400
H,R,765
H,R,765
H,R,336
H,R,420
H,R,117
H,S,592
H,S,884
H,S,491
H,S,640
H,S,561
H,S,542
H,S,458
H,S,234
H,S,500
H,S,106
H,T,63
H,T,209
H,T,687
H,T,477
H,T,278
H,T,65
H,T,791
H,T,532
H,T,396
H,T,672
I,K,353
I,K,213
I,K,903
I,K,979
I,K,34
I,K,323
I,K,796
I,K,335
I,K,791
I,K,461
I,L,686
I,L,288
I,L,357
I,L,278
I,L,588
I,L,443
I,L,721
I,L,341
I,L,931
I,L,639
I,M,607
I,M,302
I,M,895
I,M,119
I,M,422
I,M,846
I,M,269
I,M,856
I,M,961
I,M,243
I,N,322
I,N,657
I,N,430
I,N,912
I,N,588
I,N,708
I,N,82
I,N,588
I,N,40
I,N,225
I,O,538
I,O,579
I,O,570
I,O,531
I,O,427
I,O,697
I,O,703
I,O,400
I,O,866
I,O,61
I,P,612
I,P,372
I,P,475
I,P,644
I,P,527
I,P,397
I,P,253
I,P,217
I,P,213
I,P,384
I,Q,195
I,Q,66
I,Q,217
I,Q,610
I,Q,100
I,Q,773
I,Q,819
I,Q,663
I,Q,883
I,Q,318
I,R,269
I,R,764
I,R,526
I,R,401
I,R,206
I,R,408
I,R,554
I,R,621
I,R,202
I,R,837
I,S,748
I,S,647
I,S,407
I,S,995
I,S,321
I,S,74
I,S,561
I,S,605
I,S,701
I,S,228
I,T,710
I,T,209
I,T,479
I,T,483
I,T,145
I,T,788
I,T,346
I,T,202
I,T,194
I,T,170
J,K,653
J,K,992
J,K,315
J,K,513
J,K,971
J,K,337
J,K,963
J,K,245
J,K,490
J,K,690
J,L,687
J,L,548
J,L,583
J,L,41
J,L,147
J,L,603
J,L,895
J,L,769
J,L,364
J,L,534
J,M,215
J,M,825
J,M,127
J,M,123
J,M,795
J,M,132
J,M,778
J,M,287
J,M,458
J,M,145
J,N,850
J,N,558
J,N,911
J,N,20
J,N,851
J,N,262
J,N,393
J,N,330
J,N,978
J,N,67
J,O,219
J,O,848
J,O,292
J,O,92
J,O,891
J,O,652
J,O,735
J,O,451
J,O,950
J,O,673
J,P,72
J,P,744
J,P,849
J,P,950
J,P,370
J,P,686
J,P,665
J,P,727
J,P,949
J,P,899
J,Q,650
J,Q,777
J,Q,387
J,Q,851
J,Q,643
J,Q,345
J,Q,707
J,Q,340
J,Q,775
J,Q,324
J,R,849
J,R,203
J,R,725
J,R,39
J,R,387
J,R,28
J,R,656
J,R,656
J,R,773
J,R,637
J,S,238
J,S,963
J,S,52
J,S,563
J,S,52
J,S,780
J,S,38
J,S,458
J,S,71
J,S,442
J,T,560
J,T,184
J,T,444
J,T,41
J,T,709
J,T,609
J,T,368
J,T,143
J,T,20
J,T,539
A,K,231
A,K,839
A,K,794
A,K,329
A,K,301
A,K,295
A,K,384
A,K,802
A,K,431
A,L,57
A,L,297
A,L,547
A,L,202
A,L,72
A,L,633
A,L,305
A,L,739
A,L,460
A,L,47
A,M,297
A,M,192
A,M,592
A,M,990
A,M,400
A,M,517
A,M,809
A,M,588
A,M,468
A,M,351
A,N,61
A,N,725
A,N,200
A,N,259
A,N,921
A,N,688
A,N,930
A,N,519
A,N,65
A,N,944
A,O,799
A,O,991
A,O,754
A,O,555
A,O,772
A,O,440
A,O,242
A,O,653
A,O,510
A,O,871
A,P,790
A,P,925
A,P,994
A,P,386
A,P,146
A,P,854
A,P,93
A,P,357
A,P,187
A,P,134
A,Q,117
A,Q,301
A,Q,7
A,Q,682
A,Q,757
A,Q,736
A,Q,555
A,Q,350
A,Q,571
A,Q,353
A,R,579
A,R,105
A,R,460
A,R,431
A,R,717
A,R,574
A,R,310
A,R,383
A,R,61
A,R,690
A,S,844
A,S,164
A,S,481
A,S,172
A,S,196
A,S,293
A,S,333
A,S,303
A,S,764
A,S,254
A,T,870
A,T,809
A,T,311
A,T,285
A,T,259
A,T,175
A,T,291
A,T,85
A,T,822
A,T,518
B,K,718
B,K,461
B,K,919
B,K,370
B,K,715
B,K,409
B,K,24
B,K,625
B,K,160
B,K,223
B,L,841
B,L,784
B,L,3
B,L,42
B,L,612
B,L,596
B,L,135
B,L,33
B,L,769
B,L,378
B,M,643
B,M,633
B,M,938
B,M,422
B,M,50
B,M,493
B,M,895
B,M,246
B,M,34
B,M,196
B,N,803
B,N,999
B,N,65
B,N,498
B,N,163
B,N,13
B,N,26
B,N,44
B,N,757
B,N,750
B,O,788
B,O,80
B,O,429
B,O,439
B,O,987
B,O,625
B,O,497
B,O,701
B,O,275
B,O,31
B,P,766
B,P,349
B,P,963
B,P,148
B,P,240
B,P,243
B,P,798
B,P,46
B,P,764
B,P,397
B,Q,683
B,Q,723
B,Q,112
B,Q,296
B,Q,845
B,Q,119
B,Q,393
B,Q,73
B,Q,627
B,Q,528
B,R,763
B,R,684
B,R,889
B,R,610
B,R,907
B,R,463
B,R,491
B,R,569
B,R,751
B,R,527
B,S,312
B,S,173
B,S,708
B,S,257
B,S,652
B,S,688
B,S,854
B,S,10
B,S,251
B,S,601
B,T,946
B,T,670
B,T,468
B,T,324
B,T,830
B,T,219
B,T,523
B,T,214
B,T,223
B,T,822
C,K,981
C,K,981
C,K,889
C,K,3
C,K,694
C,K,469
C,K,122
C,K,128
C,K,981
C,K,531
C,L,454
C,L,347
C,L,478
C,L,884
C,L,139
C,L,606
C,L,710
C,L,909
C,L,397
C,L,297
C,M,874
C,M,812
C,M,290
C,M,335
C,M,86
C,M,885
C,M,806
C,M,270
C,M,561
C,M,438
C,N,734
C,N,531
C,N,551
C,N,827
C,N,985
C,N,211
C,N,901
C,N,312
C,N,921
C,N,938
C,O,688
C,O,933
C,O,454
C,O,199
C,O,237
C,O,284
C,O,675
C,O,437
C,O,833
C,O,236
C,P,181
C,P,377
C,P,897
C,P,569
C,P,874
C,P,434
C,P,538
C,P,832
C,P,350
C,P,723
C,Q,657
C,Q,447
C,Q,775
C,Q,242
C,Q,35
C,Q,721
C,Q,361
C,Q,580
C,Q,973
C,Q,797
C,R,618
C,R,701
C,R,540
C,R,664
C,R,63
C,R,588
C,R,53
C,R,565
C,R,164
C,R,20
C,S,485
C,S,787
C,S,54
C,S,987
C,S,785
C,S,62
C,S,547
C,S,237
C,S,750
C,S,820
C,T,311
C,T,385
C,T,41
C,T,896
C,T,656
C,T,458
C,T,663
C,T,785
C,T,867
C,T,150
D,K,141
D,K,811
D,K,596
D,K,921
D,K,536
D,K,612
D,K,664
D,K,554
D,K,390
D,K,847
D,L,918
D,L,396
D,L,898
D,L,987
D,L,96
D,L,701
D,L,234
D,L,645
D,L,389
D,L,250
D,M,955
D,M,968
D,M,306
D,M,991
D,M,178
D,M,443
D,M,995
D,M,987
D,M,901
D,M,210
D,N,118
D,N,193
D,N,871
D,N,778
D,N,399
D,N,638
D,N,142
D,N,433
D,N,571
D,N,137
D,O,944
D,O,555
D,O,785
D,O,69
D,O,768
D,O,725
D,O,923
D,O,24
D,O,476
D,O,508
D,P,248
D,P,47
D,P,618
D,P,702
D,P,645
D,P,351
D,P,533
D,P,975
D,P,102
D,P,332
D,Q,211
D,Q,116
D,Q,425
D,Q,981
D,Q,626
D,Q,818
D,Q,410
D,Q,356
D,Q,285
D,Q,551
D,R,631
D,R,609
D,R,714
D,R,575
D,R,380
D,R,848
D,R,327
D,R,655
D,R,615
D,R,229
D,S,975
D,S,541
D,S,973
D,S,598
D,S,201
D,S,676
D,S,945
D,S,736
D,S,336
D,S,147
D,T,363
D,T,535
D,T,59
D,T,927
D,T,638
D,T,553
D,T,101
D,T,123
D,T,175
D,T,883
E,K,733
E,K,854
E,K,924
E,K,474
E,K,630
E,K,564
E,K,249
E,K,235
E,K,503
E,K,434
E,L,252
E,L,354
E,L,196
E,L,398
E,L,642
E,L,477
E,L,169
E,L,780
E,L,519
E,L,417
E,M,517
E,M,617
E,M,88
E,M,867
E,M,907
E,M,530
E,M,835
E,M,183
E,M,298
E,M,813
E,N,309
E,N,492
E,N,646
E,N,998
E,N,298
E,N,772
E,N,691
E,N,178
E,N,775
E,N,271
E,O,64
E,O,719
E,O,915
E,O,673
E,O,833
E,O,968
E,O,336
E,O,190
E,O,986
E,O,668
E,P,213
E,P,668
E,P,306
E,P,272
E,P,359
E,P,368
E,P,453
E,P,351
E,P,634
E,P,142
E,Q,144
E,Q,544
E,Q,660
E,Q,453
E,Q,791
E,Q,871
E,Q,833
E,Q,544
E,Q,593
E,Q,305
E,R,270
E,R,228
E,R,938
E,R,164
E,R,218
E,R,224
E,R,887
E,R,908
E,R,903
E,R,775
E,S,349
E,S,998
E,S,877
E,S,528
E,S,169
E,S,303
E,S,790
E,S,541
E,S,695
E,S,509
E,T,346
E,T,702
E,T,870
E,T,740
E,T,307
E,T,39
E,T,98
E,T,129
E,T,145
E,T,60
F,K,800
F,K,370
F,K,582
F,K,379
F,K,357
F,K,658
F,K,242
F,K,512
F,K,286
F,K,640
F,L,192
F,L,738
F,L,24
F,L,193
F,L,589
F,L,268
F,L,336
F,L,64
F,L,695
F,L,428
F,M,99
F,M,196
F,M,818
F,M,903
F,M,942
F,M,289
F,M,332
F,M,522
F,M,30
F,M,196
F,N,545
F,N,593
F,N,776
F,N,27
F,N,559
F,N,994
F,N,17
F,N,858
F,N,835
F,N,578
F,O,262
F,O,286
F,O,49
F,O,885
F,O,172
F,O,604
F,O,966
F,O,162
F,O,504
F,O,746
F,P,688
F,P,300
F,P,592
F,P,764
F,P,668
F,P,785
F,P,823
F,P,847
F,P,582
F,P,942
F,Q,819
F,Q,960
F,Q,651
F,Q,183
F,Q,753
F,Q,397
F,Q,513
F,Q,882
F,Q,150
F,Q,418
F,R,309
F,R,692
F,R,279
F,R,36
F,R,787
F,R,722
F,R,26
F,R,193
F,R,553
F,R,248
F,S,138
F,S,237
F,S,851
F,S,197
F,S,405
F,S,405
F,S,438
F,S,852
F,S,976
F,S,302
F,T,137
F,T,339
F,T,929
F,T,77
F,T,6
F,T,334
F,T,659
F,T,904
F,T,828
F,T,547
G,K,220
G,K,995
G,K,280
G,K,896
G,K,570
G,K,12
G,K,254
G,K,287
G,K,816
G,K,310
G,L,732
G,L,32
G,L,700
G,L,424
G,L,262
G,L,622
G,L,772
G,L,774
G,L,746
G,L,376
G,M,867
G,M,78
G,M,612
G,M,449
G,M,823
G,M,436
G,M,762
G,M,86
G,M,262
G,M,204
G,N,816
G,N,262
G,N,923
G,N,478
G,N,596
G,N,460
G,N,61
G,N,868
G,N,66
G,N,854
G,O,239
G,O,381
G,O,816
G,O,321
G,O,424
G,O,733
G,O,771
G,O,385
G,O,387
G,O,993
G,P,439
G,P,397
G,P,959
G,P,63
G,P,321
G,P,848
G,P,967
G,P,459
G,P,463
G,P,479
G,Q,722
G,Q,186
G,Q,557
G,Q,65
G,Q,259
G,Q,289
G,Q,801
G,Q,889
G,Q,753
G,Q,262
G,R,768
G,R,693
G,R,527
G,R,828
G,R,654
G,R,618
G,R,4
G,R,819
G,R,224
G,R,989
G,S,484
G,S,485
G,S,596
G,S,954
G,S,483
G,S,913
G,S,879
G,S,272
G,S,56
G,S,35
G,T,957
G,T,18
G,T,39
G,T,504
G,T,667
G,T,229
G,T,156
G,T,317
G,T,279
G,T,760
H,K,574
H,K,616
H,K,742
H,K,846
H,K,609
H,K,5
H,K,324
H,K,965
H,K,673
H,K,801
H,L,703
H,L,474
H,L,757
H,L,138
H,L,299
H,L,553
H,L,369
H,L,284
H,L,597
H,L,529
H,M,90
H,M,820
H,M,92
H,M,741
H,M,677
H,M,583
H,M,226
H,M,795
H,M,846
H,M,219
H,N,110
H,N,39
H,N,292
H,N,52
H,N,301
H,N,583
H,N,251
H,N,871
H,N,443
H,N,633
H,O,896
H,O,873
H,O,286
H,O,112
H,O,672
H,O,376
H,O,394
H,O,1
H,O,616
H,O,832
H,P,325
H,P,891
H,P,997
H,P,702
H,P,715
H,P,921
H,P,331
H,P,543
H,P,314
H,P,265
H,Q,561
H,Q,881
H,Q,375
H,Q,303
H,Q,67
H,Q,224
H,Q,293
H,Q,178
H,Q,382
H,Q,777
H,R,324
H,R,661
H,R,599
H,R,154
H,R,591
H,R,174
H,R,459
H,R,87
H,R,963
H,R,34
H,S,687
H,S,445
H,S,678
H,S,862
H,S,776
H,S,873
H,S,140
H,S,830
H,S,467
H,S,808
H,T,779
H,T,680
H,T,229
H,T,728
H,T,920
H,T,825
H,T,900
H,T,557
H,T,567
H,T,669
I,K,467
I,K,149
I,K,581
I,K,555
I,K,552
I,K,299
I,K,928
I,K,702
I,K,584
I,K,926
I,L,621
I,L,460
I,L,512
I,L,779
I,L,200
I,L,482
I,L,357
I,L,685
I,L,982
I,L,276
I,M,84
I,M,35
I,M,701
I,M,312
I,M,82
I,M,417
I,M,826
I,M,107
I,M,485
I,M,940
I,N,201
I,N,562
I,N,736
I,N,641
I,N,295
I,N,354
I,N,681
I,N,734
I,N,915
I,N,967
I,O,741
I,O,551
I,O,679
I,O,783
I,O,90
I,O,489
I,O,274
I,O,791
I,O,739
I,O,330
I,P,321
I,P,763
I,P,110
I,P,342
I,P,696
I,P,202
I,P,353
I,P,66
I,P,941
I,P,423
I,Q,287
I,Q,27
I,Q,276
I,Q,664
I,Q,654
I,Q,911
I,Q,779
I,Q,329
I,Q,220
I,Q,346
I,R,862
I,R,241
I,R,396
I,R,849
I,R,755
I,R,811
I,R,884
I,R,233
I,R,214
I,R,61
I,S,618
I,S,696
I,S,5
I,S,795
I,S,9
I,S,922
I,S,76
I,S,620
I,S,736
I,S,868
I,T,113
I,T,579
I,T,306
I,T,708
I,T,408
I,T,478
I,T,917
I,T,845
I,T,415
I,T,522
J,K,631
J,K,791
J,K,387
J,K,795
J,K,547
J,K,476
J,K,159
J,K,48
J,K,592
J,K,666
J,L,867
J,L,564
J,L,457
J,L,671
J,L,346
J,L,948
J,L,781
J,L,895
J,L,457
J,L,839
J,M,696
J,M,944
J,M,422
J,M,848
J,M,702
J,M,173
J,M,678
J,M,46
J,M,758
J,M,101
J,N,517
J,N,435
J,N,611
J,N,724
J,N,568
J,N,439
J,N,124
J,N,856
J,N,509
J,N,533
J,O,445
J,O,676
J,O,81
J,O,572
J,O,722
J,O,447
J,O,728
J,O,727
J,O,354
J,O,685
J,P,151
J,P,131
J,P,697
J,P,716
J,P,948
J,P,735
J,P,475
J,P,776
J,P,164
J,P,638
J,Q,639
J,Q,102
J,Q,931
J,Q,878
J,Q,393
J,Q,35
J,Q,486
J,Q,908
J,Q,358
J,Q,876
J,R,116
J,R,772
J,R,138
J,R,919
J,R,167
J,R,125
J,R,644
J,R,376
J,R,694
J,R,402
J,S,728
J,S,181
J,S,6
J,S,305
J,S,203
J,S,73
J,S,539
J,S,46
J,S,90
J,S,707
J,T,715
J,T,528
J,T,257
J,T,967
J,T,738
J,T,354
J,T,439
J,T,147
J,T,990
J,T,10
